simple,scrambled
-3*(p_1 · F_2 · p_4*p_2 · F_3 · p_1)/(p_1 · p_3*p_2 · p_4*p_3 · p_4) - 74*(p_1 · F_2 · p_4*p_4 · F_3 · p_2)/((p_1 · p_2)^2*p_2 · p_3*p_3 · p_4),-(3*p_1 · p_2*e_2 · p_4*p_2 · p_3*e_3 · p_1)/(p_1 · p_3*p_2 · p_4*p_3 · p_4) + (3*p_1 · p_2*e_2 · p_4*p_2 · e_3*p_3 · p_1)/(p_1 · p_3*p_2 · p_4*p_3 · p_4) + (3*p_1 · e_2*p_2 · p_4*p_2 · p_3*e_3 · p_1)/(p_1 · p_3*p_2 · p_4*p_3 · p_4) - (3*p_1 · e_2*p_4 · p_2*p_2 · e_3*p_3 · p_1)/((((p_3 · p_4 - p_1 · p_3))*p_1 · p_3*p_2 · p_4)) + (3*p_1 · e_2*p_4 · p_2*p_2 · e_3*p_3 · p_1)/((((p_3 · p_4 - p_1 · p_3))*p_3 · p_4*p_2 · p_4)) - (74*p_1 · p_2*e_2 · p_4*p_4 · p_3*e_3 · p_2)/(p_1 · p_2**2*p_2 · p_3*p_3 · p_4) + (74*p_1 · p_2*e_2 · p_4*p_4 · e_3*p_3 · p_2)/(p_1 · p_2**2*p_2 · p_3*p_3 · p_4) + (74*p_1 · e_2*p_2 · p_4*p_4 · p_3*e_3 · p_2)/(p_1 · p_2**2*p_2 · p_3*p_3 · p_4) - (74*p_1 · e_2*p_2 · p_4*p_4 · e_3*p_3 · p_2)/(p_1 · p_2**2*p_2 · p_3*p_3 · p_4)
-3*(Tr(F_2 · F_3)*p_1 · p_3*p_2 · p_3)/(p_1 · p_2*p_1 · p_3*p_3 · p_4),-(3*e_2 · p_3*e_3 · p_2*p_1 · p_3*p_2 · p_3*p_4 · p_3)/((p_1 · p_2*p_1 · p_3*p_3 · p_4*((p_4 · p_3 + p_2 · p_1)))) - (3*e_2 · p_3*e_3 · p_2*p_1 · p_3*p_2 · p_3*p_2 · p_1)/((p_1 · p_2*p_1 · p_3*p_3 · p_4*((p_4 · p_3 + p_2 · p_1)))) + (3*p_2 · p_3*e_3 · e_2*p_1 · p_3*p_2 · p_3*p_4 · p_3)/((p_1 · p_2*p_1 · p_3*p_3 · p_4*((p_4 · p_3 + p_2 · p_1)))) + (3*p_2 · p_3*e_3 · e_2*p_1 · p_3*p_2 · p_3*p_2 · p_1)/((p_1 · p_2*p_1 · p_3*p_3 · p_4*((p_4 · p_3 + p_2 · p_1)))) - (3*e_2 · e_3*p_3 · p_2*p_1 · p_3*p_1 · p_3*p_4 · p_3)/((p_1 · p_2*p_1 · p_3*p_4 · p_3*((p_4 · p_3 + p_2 · p_1)))) - (3*e_2 · e_3*p_3 · p_2*p_1 · p_3*p_3 · p_3*p_4 · p_3)/((p_1 · p_2*p_1 · p_3*p_4 · p_3*((p_4 · p_3 + p_2 · p_1)))) - (3*e_2 · e_3*p_3 · p_2*p_1 · p_3*p_4 · p_3*p_4 · p_3)/((p_1 · p_2*p_1 · p_3*p_4 · p_3*((p_4 · p_3 + p_2 · p_1)))) + (3*e_2 · e_3*p_3 · p_2*p_1 · p_3*p_2 · p_3*p_2 · p_1)/((p_1 · p_2*p_1 · p_3*p_4 · p_3*((p_4 · p_3 + p_2 · p_1)))) - (3*p_2 · e_3*p_3 · e_2*p_1 · p_3*p_2 · p_3*p_4 · p_3)/((p_1 · p_2*p_1 · p_3*p_4 · p_3*((p_4 · p_3 + p_2 · p_1)))) - (3*p_2 · e_3*p_3 · e_2*p_1 · p_3*p_2 · p_3*p_2 · p_1)/((p_1 · p_2*p_1 · p_3*p_3 · p_4*((p_4 · p_3 + p_2 · p_1))))
-7*(p_2 · F_3 · p_4*p_4 · F_2 · p_3*p_3 · p_4)/(p_1 · p_2*p_1 · p_3*p_2 · p_4*(p_3 · p_4)^2) + 66*(Tr(F_2 · F_3)*p_1 · p_4*p_2 · p_3)/((p_2 · p_3)^2*p_2 · p_4*p_3 · p_4),-(7*p_2 · p_3*e_3 · p_4*p_4 · p_2*e_2 · p_3*p_3 · p_4*p_1 · p_3)/((p_1 · p_2*p_1 · p_3*p_2 · p_4*p_3 · p_4**2*((p_1 · p_3 + p_2 · p_4)))) - (7*p_2 · p_3*e_3 · p_4*p_4 · p_2*e_2 · p_3*p_3 · p_4*p_2 · p_4)/((p_1 · p_2*p_1 · p_3*p_2 · p_4*p_3 · p_4**2*((p_1 · p_3 + p_2 · p_4)))) + (7*p_2 · p_3*e_3 · p_4*p_4 · e_2*p_2 · p_3*p_3 · p_4*p_1 · p_3)/((p_1 · p_2*p_1 · p_3*p_2 · p_4*p_3 · p_4**2*((p_1 · p_3 + p_2 · p_4)))) + (7*p_2 · p_3*e_3 · p_4*p_4 · e_2*p_2 · p_3*p_3 · p_4*p_2 · p_4)/((p_1 · p_2*p_1 · p_3*p_2 · p_4*p_3 · p_4**2*((p_1 · p_3 + p_2 · p_4)))) + (7*p_2 · e_3*p_3 · p_4*p_4 · p_2*e_2 · p_3*p_3 · p_4*p_1 · p_3)/((p_1 · p_2*p_1 · p_3*p_2 · p_4*p_3 · p_4**2*((p_1 · p_3 + p_2 · p_4)))) + (7*p_2 · e_3*p_3 · p_4*p_4 · p_2*e_2 · p_3*p_3 · p_4*p_2 · p_4)/((p_1 · p_2*p_1 · p_3*p_2 · p_4*p_3 · p_4**2*((p_3 · p_1 + p_2 · p_4)))) - (7*p_2 · e_3*p_3 · p_4*p_4 · e_2*p_2 · p_3*p_3 · p_4*p_1 · p_3)/((p_1 · p_2*p_1 · p_3*p_2 · p_4*p_3 · p_4**2*((p_1 · p_3 + p_2 · p_4)))) - (7*p_2 · e_3*p_3 · p_4*p_4 · e_2*p_2 · p_3*p_3 · p_4*p_2 · p_4)/((p_1 · p_2*p_1 · p_3*p_2 · p_4*p_3 · p_4**2*((p_1 · p_3 + p_2 · p_4)))) + (66*e_2 · p_3*e_3 · p_2*p_1 · p_4*p_2 · p_3*p_1 · p_3)/((p_2 · p_3**2*p_2 · p_4*p_3 · p_4*((p_1 · p_3 + p_2 · p_4)))) + (66*e_2 · p_3*e_3 · p_2*p_1 · p_4*p_2 · p_3*p_2 · p_4)/((p_2 · p_3**2*p_2 · p_4*p_3 · p_4*((p_1 · p_3 + p_2 · p_4)))) - (66*p_2 · p_3*e_3 · e_2*p_1 · p_4*p_2 · p_3*p_1 · p_3)/((p_2 · p_3**2*p_2 · p_4*p_3 · p_4*((p_1 · p_3 + p_2 · p_4)))) - (66*p_2 · p_3*e_3 · e_2*p_1 · p_4*p_2 · p_3*p_2 · p_4)/((p_2 · p_3**2*p_2 · p_4*p_3 · p_4*((p_1 · p_3 + p_2 · p_4)))) - (66*e_2 · e_3*p_3 · p_2*p_1 · p_4*p_2 · p_3*p_1 · p_3)/((p_2 · p_3**2*p_2 · p_4*p_3 · p_4*((p_1 · p_3 + p_2 · p_4)))) - (66*e_2 · e_3*p_3 · p_2*p_1 · p_4*p_2 · p_3*p_2 · p_4)/((p_2 · p_3**2*p_2 · p_4*p_3 · p_4*((p_1 · p_3 + p_2 · p_4)))) + (66*p_2 · e_3*p_3 · e_2*p_1 · p_4*p_2 · p_3*p_1 · p_3)/((p_2 · p_3**2*p_2 · p_4*p_3 · p_4*((p_1 · p_3 + p_2 · p_4)))) + (66*p_2 · e_3*p_3 · e_2*p_1 · p_4*p_2 · p_3*p_2 · p_4)/((p_2 · p_3**2*p_2 · p_4*p_3 · p_4*((p_1 · p_3 + p_2 · p_4))))
-2*(p_4 · F_3 · F_2 · p_1*p_1 · p_2*p_1 · p_3)/(p_1 · p_2*p_1 · p_3*p_2 · p_4*p_3 · p_4) + 27*(p_4 · F_3 · F_2 · p_1)/(p_2 · p_3*p_2 · p_4),-(2*p_4 · p_3*e_3 · p_2*e_2 · p_1*p_1 · p_2*p_1 · p_3)/(p_1 · p_2*p_1 · p_3*p_2 · p_4*p_3 · p_4) + (2*p_4 · e_3*p_3 · p_2*e_2 · p_1*p_1 · p_2*p_1 · p_3)/(p_1 · p_2*p_1 · p_3*p_2 · p_4*p_3 · p_4) + (2*p_4 · p_3*e_3 · e_2*p_2 · p_1*p_1 · p_2*p_1 · p_3)/(p_1 · p_2*p_1 · p_3*p_2 · p_4*p_3 · p_4) - (2*p_4 · e_3*p_3 · e_2*p_2 · p_1*p_1 · p_2*p_1 · p_3)/(p_1 · p_2*p_1 · p_3*p_2 · p_4*p_3 · p_4) + (27*p_4 · p_3*e_3 · p_2*e_2 · p_1)/((((p_2 · p_4 - p_2 · p_3))*p_2 · p_3)) - (27*p_4 · p_3*e_3 · p_2*e_2 · p_1)/((((p_2 · p_4 - p_2 · p_3))*p_2 · p_4)) - (27*p_4 · e_3*p_3 · p_2*e_2 · p_1)/(p_2 · p_3*p_2 · p_4) - (27*p_4 · p_3*e_3 · e_2*p_2 · p_1)/(p_2 · p_3*p_2 · p_4) + (27*p_4 · e_3*p_3 · e_2*p_2 · p_1)/(p_2 · p_3*p_2 · p_4)
6*(Tr(F_2 · F_3))/(p_1 · p_2) - 8*(p_2 · F_3 · p_4*p_4 · F_2 · p_3*p_1 · p_2*p_3 · p_4)/(p_1 · p_2*p_1 · p_3*p_2 · p_3*p_2 · p_4*p_3 · p_4),(6*e_2 · p_3*e_3 · p_2*p_4 · p_3)/(p_1 · p_2*p_4 · p_3) - (6*p_2 · p_3*e_3 · e_2*p_4 · p_3)/(p_1 · p_2*p_4 · p_3) - (6*e_2 · e_3*p_3 · p_2*p_4 · p_3)/(p_1 · p_2*p_4 · p_3) + (6*p_2 · e_3*p_3 · e_2*p_4 · p_3)/(p_1 · p_2*p_4 · p_3) - (8*p_2 · p_3*e_3 · p_4*p_4 · p_2*e_2 · p_3*p_1 · p_2*p_3 · p_4*p_4 · p_3)/(p_1 · p_2*p_1 · p_3*p_2 · p_3*p_2 · p_4*p_3 · p_4*p_4 · p_3) + (8*p_2 · p_3*e_3 · p_4*p_4 · e_2*p_2 · p_3*p_1 · p_2*p_3 · p_4*p_4 · p_3)/((((p_2 · p_4 - p_3 · p_4))*p_3 · p_4*p_1 · p_2*p_1 · p_3*p_2 · p_3*p_4 · p_3)) - (8*p_2 · p_3*e_3 · p_4*p_4 · e_2*p_2 · p_3*p_1 · p_2*p_3 · p_4*p_4 · p_3)/((((p_2 · p_4 - p_3 · p_4))*p_2 · p_4*p_1 · p_2*p_1 · p_3*p_2 · p_3*p_4 · p_3)) + (8*p_2 · e_3*p_3 · p_4*p_4 · p_2*e_2 · p_3*p_1 · p_2*p_3 · p_4*p_4 · p_3)/(p_1 · p_2*p_1 · p_3*p_2 · p_3*p_2 · p_4*p_3 · p_4*p_4 · p_3) - (8*p_2 · e_3*p_3 · p_4*p_4 · e_2*p_2 · p_3*p_1 · p_2*p_3 · p_4*p_4 · p_3)/(p_1 · p_2*p_1 · p_3*p_2 · p_3*p_2 · p_4*p_3 · p_4*p_4 · p_3)
-5*(p_2 · F_3 · p_4*p_3 · F_2 · p_1)/(p_1 · p_2*(p_2 · p_3)^2*p_3 · p_4) - 10*(p_1 · F_3 · p_4*p_4 · F_2 · p_1*p_1 · p_4*p_2 · p_3)/(p_1 · p_2*p_1 · p_3*p_2 · p_3*p_2 · p_4*p_3 · p_4),-(5*p_2 · p_3*e_3 · p_4*p_3 · p_2*e_2 · p_1*p_1 · p_4)/((p_1 · p_2*p_2 · p_3**2*p_3 · p_4*((p_1 · p_4 + p_3 · p_2)))) - (5*p_2 · p_3*e_3 · p_4*p_3 · p_2*e_2 · p_1*p_3 · p_2)/((p_1 · p_2*p_2 · p_3**2*p_3 · p_4*((p_1 · p_4 + p_3 · p_2)))) + (5*p_2 · p_3*e_3 · p_4*p_3 · e_2*p_2 · p_1*p_1 · p_4)/((p_1 · p_2*p_2 · p_3**2*p_3 · p_4*((p_1 · p_4 + p_3 · p_2)))) + (5*p_2 · p_3*e_3 · p_4*p_3 · e_2*p_2 · p_1*p_3 · p_2)/((p_1 · p_2*p_2 · p_3**2*p_3 · p_4*((p_1 · p_4 + p_3 · p_2)))) + (5*p_2 · e_3*p_3 · p_4*p_3 · p_2*e_2 · p_1*p_1 · p_4)/((p_1 · p_2*p_2 · p_3**2*p_3 · p_4*((p_1 · p_4 + p_3 · p_2)))) + (5*p_2 · e_3*p_3 · p_4*p_3 · p_2*e_2 · p_1*p_3 · p_2)/((p_1 · p_2*p_2 · p_3**2*p_3 · p_4*((p_1 · p_4 + p_3 · p_2)))) - (5*p_2 · e_3*p_3 · p_4*p_3 · e_2*p_2 · p_1*p_1 · p_4)/((p_1 · p_2*p_2 · p_3**2*p_3 · p_4*((p_1 · p_4 + p_3 · p_2)))) - (5*p_2 · e_3*p_3 · p_4*p_3 · e_2*p_2 · p_1*p_3 · p_2)/((p_1 · p_2*p_2 · p_3**2*p_3 · p_4*((p_1 · p_4 + p_3 · p_2)))) - (10*p_1 · p_3*e_3 · p_4*p_4 · p_2*e_2 · p_1*p_1 · p_4*p_2 · p_3*p_1 · p_4)/((p_1 · p_2*p_1 · p_3*p_2 · p_3*p_2 · p_4*p_3 · p_4*((p_1 · p_4 + p_3 · p_2)))) - (10*p_1 · p_3*e_3 · p_4*p_4 · p_2*e_2 · p_1*p_1 · p_4*p_2 · p_3*p_3 · p_2)/((p_1 · p_2*p_1 · p_3*p_2 · p_3*p_2 · p_4*p_3 · p_4*((p_1 · p_4 + p_3 · p_2)))) + (10*p_1 · p_3*e_3 · p_4*p_4 · e_2*p_2 · p_1*p_1 · p_4*p_2 · p_3*p_1 · p_4)/((p_1 · p_2*p_1 · p_3*p_2 · p_3*p_2 · p_4*p_3 · p_4*((p_1 · p_4 + p_3 · p_2)))) + (10*p_1 · p_3*e_3 · p_4*p_4 · e_2*p_2 · p_1*p_1 · p_4*p_2 · p_3*p_3 · p_2)/((p_1 · p_2*p_1 · p_3*p_2 · p_3*p_2 · p_4*p_3 · p_4*((p_1 · p_4 + p_3 · p_2)))) + (10*p_1 · e_3*p_3 · p_4*p_4 · p_2*e_2 · p_1*p_1 · p_4*p_2 · p_3*p_1 · p_4)/((p_1 · p_2*p_1 · p_3*p_2 · p_3*p_2 · p_4*p_3 · p_4*((p_1 · p_4 + p_3 · p_2)))) + (10*p_1 · e_3*p_3 · p_4*p_4 · p_2*e_2 · p_1*p_1 · p_4*p_2 · p_3*p_3 · p_2)/((p_1 · p_2*p_1 · p_3*p_2 · p_3*p_2 · p_4*p_3 · p_4*((p_1 · p_4 + p_3 · p_2)))) - (10*p_1 · e_3*p_3 · p_4*p_4 · e_2*p_2 · p_1*p_1 · p_4*p_2 · p_3*p_1 · p_4)/((p_1 · p_2*p_1 · p_3*p_2 · p_3*p_2 · p_4*p_3 · p_4*((p_1 · p_4 + p_3 · p_2)))) - (10*p_1 · e_3*p_3 · p_4*p_4 · e_2*p_2 · p_1*p_1 · p_4*p_2 · p_3*p_3 · p_2)/((p_1 · p_2*p_1 · p_3*p_2 · p_3*p_2 · p_4*p_3 · p_4*((p_1 · p_4 + p_3 · p_2))))
8*(p_4 · F_2 · F_3 · p_1)/(p_1 · p_2*p_3 · p_4),(8*p_4 · p_2*e_2 · p_3*e_3 · p_1*p_1 · p_3)/((p_1 · p_2*p_3 · p_4*((p_1 · p_3 + p_2 · p_4)))) + (8*p_4 · p_2*e_2 · p_3*e_3 · p_1*p_2 · p_4)/((p_1 · p_2*p_3 · p_4*((p_1 · p_3 + p_2 · p_4)))) - (8*p_4 · e_2*p_2 · p_3*e_3 · p_1*p_1 · p_3)/((p_1 · p_2*p_3 · p_4*((p_1 · p_3 + p_2 · p_4)))) - (8*p_4 · e_2*p_2 · p_3*e_3 · p_1*p_2 · p_4)/((p_1 · p_2*p_3 · p_4*((p_1 · p_3 + p_2 · p_4)))) - (8*p_4 · p_2*e_2 · e_3*p_3 · p_1*p_1 · p_3)/((p_1 · p_2*p_3 · p_4*((p_1 · p_3 + p_2 · p_4)))) - (8*p_4 · p_2*e_2 · e_3*p_3 · p_1*p_2 · p_4)/((p_1 · p_2*p_3 · p_4*((p_1 · p_3 + p_2 · p_4)))) + (8*p_4 · e_2*p_2 · e_3*p_3 · p_1*p_1 · p_3)/((p_1 · p_2*p_3 · p_4*((p_1 · p_3 + p_2 · p_4)))) + (8*p_4 · e_2*p_2 · e_3*p_3 · p_1*p_2 · p_4)/((p_1 · p_2*p_3 · p_4*((p_1 · p_3 + p_2 · p_4))))
-5*(p_4 · F_2 · F_3 · p_1)/((p_1 · p_3)^2*p_2 · p_3) - 88*(p_4 · F_2 · F_3 · p_1*p_3 · p_4)/(p_1 · p_2*p_2 · p_3*p_2 · p_4),-(5*p_4 · p_2*e_2 · p_3*e_3 · p_1*p_4 · p_2*p_3 · p_2*p_2 · p_1*p_1 · p_2)/((p_1 · p_3**2*p_2 · p_3*((p_4 · p_2 + p_3 · p_1))*p_3 · p_2*p_2 · p_1*p_1 · p_2)) - (5*p_4 · p_2*e_2 · p_3*e_3 · p_1*p_3 · p_1*p_3 · p_2*p_2 · p_1*p_1 · p_2)/((p_1 · p_3**2*p_2 · p_3*((p_4 · p_2 + p_3 · p_1))*p_3 · p_2*p_2 · p_1*p_1 · p_2)) + (5*p_4 · e_2*p_2 · p_3*e_3 · p_1*p_4 · p_2*p_3 · p_2*p_2 · p_1*p_1 · p_2)/((p_1 · p_3**2*p_2 · p_3*((p_4 · p_2 + p_3 · p_1))*p_3 · p_2*p_2 · p_1*p_1 · p_2)) + (5*p_4 · e_2*p_2 · p_3*e_3 · p_1*p_3 · p_1*p_3 · p_2*p_2 · p_1*p_1 · p_2)/((p_1 · p_3**2*p_2 · p_3*((p_4 · p_2 + p_3 · p_1))*p_3 · p_2*p_2 · p_1*p_1 · p_2)) + (5*p_4 · p_2*e_2 · e_3*p_3 · p_1*p_4 · p_2*p_3 · p_2*p_2 · p_1*p_1 · p_2)/((p_1 · p_3**2*-((p_1 · p_3 + p_3 · p_3 + p_4 · p_3))*((p_4 · p_2 + p_3 · p_1))*p_3 · p_2*p_2 · p_1*p_1 · p_2)) + (5*p_4 · p_2*e_2 · e_3*p_3 · p_1*p_3 · p_1*p_3 · p_2*p_2 · p_1*p_1 · p_2)/((p_1 · p_3**2*-((p_1 · p_3 + p_3 · p_3 + p_4 · p_3))*((p_4 · p_2 + p_3 · p_1))*p_3 · p_2*p_2 · p_1*p_1 · p_2)) - (5*p_4 · e_2*p_2 · e_3*p_3 · p_1*p_4 · p_2*p_3 · p_2*p_2 · p_1*p_1 · p_2)/((p_1 · p_3**2*p_2 · p_3*((p_4 · p_2 + p_3 · p_1))*p_3 · p_2*p_2 · p_1*p_1 · p_2)) - (5*p_4 · e_2*p_2 · e_3*p_3 · p_1*p_3 · p_1*p_3 · p_2*p_2 · p_1*p_1 · p_2)/((p_1 · p_3**2*p_2 · p_3*((p_4 · p_2 + p_3 · p_1))*p_3 · p_2*p_2 · p_1*p_1 · p_2)) - (88*p_4 · p_2*e_2 · p_3*e_3 · p_1*p_3 · p_4*p_4 · p_2*p_3 · p_2*p_2 · p_1*p_1 · p_2)/((p_1 · p_2*p_2 · p_3*p_2 · p_4*((p_4 · p_2 + p_3 · p_1))*p_3 · p_2*p_2 · p_1*p_1 · p_2)) - (88*p_4 · p_2*e_2 · p_3*e_3 · p_1*p_3 · p_4*p_3 · p_1*p_3 · p_2*p_2 · p_1*p_1 · p_2)/((p_1 · p_2*p_2 · p_3*p_2 · p_4*((p_4 · p_2 + p_3 · p_1))*p_3 · p_2*p_2 · p_1*p_1 · p_2)) + (88*p_4 · e_2*p_2 · p_3*e_3 · p_1*p_3 · p_4*p_4 · p_2*p_3 · p_2*p_2 · p_1*p_1 · p_2)/((p_1 · p_2*p_2 · p_3*p_2 · p_4*((p_4 · p_2 + p_3 · p_1))*p_3 · p_2*p_2 · p_1*p_1 · p_2)) + (88*p_4 · e_2*p_2 · p_3*e_3 · p_1*p_3 · p_4*p_3 · p_1*p_3 · p_2*p_2 · p_1*p_1 · p_2)/((p_1 · p_2*p_2 · p_3*p_2 · p_4*((p_4 · p_2 + p_3 · p_1))*p_3 · p_2*p_2 · p_1*p_1 · p_2)) + (88*p_4 · p_2*e_2 · e_3*p_3 · p_1*p_3 · p_4*p_4 · p_2*p_3 · p_2*p_2 · p_1*p_1 · p_2)/((p_1 · p_2*p_2 · p_3*p_2 · p_4*((p_4 · p_2 + p_3 · p_1))*p_3 · p_2*p_2 · p_1*p_1 · p_2)) + (88*p_4 · p_2*e_2 · e_3*p_3 · p_1*p_3 · p_4*p_3 · p_1*p_3 · p_2*p_2 · p_1*p_1 · p_2)/((p_1 · p_2*p_2 · p_3*p_2 · p_4*((p_4 · p_2 + p_3 · p_1))*p_3 · p_2*p_2 · p_1*p_1 · p_2)) - (88*p_4 · e_2*p_2 · e_3*p_3 · p_1*p_3 · p_4*p_4 · p_2*p_3 · p_2*p_2 · p_1*p_1 · p_2)/((p_1 · p_2*p_2 · p_3*p_2 · p_4*((p_4 · p_2 + p_3 · p_1))*p_3 · p_2*p_2 · p_1*p_1 · p_2)) - (88*p_4 · e_2*p_2 · e_3*p_3 · p_1*p_3 · p_4*p_3 · p_1*p_3 · p_2*p_2 · p_1*p_1 · p_2)/((p_1 · p_2*p_2 · p_3*p_2 · p_4*((p_4 · p_2 + p_3 · p_1))*p_3 · p_2*p_2 · p_1*p_1 · p_2))
-5*(p_4 · F_2 · F_3 · p_1*p_3 · p_4)/(p_1 · p_3*p_2 · p_4*p_3 · p_4),(5*p_4 · p_2*e_2 · p_1*e_3 · p_1*p_3 · p_4)/(p_1 · p_3*p_2 · p_4*p_3 · p_4) + (5*p_4 · p_2*e_2 · p_2*e_3 · p_1*p_3 · p_4)/(p_1 · p_3*p_2 · p_4*p_3 · p_4) + (5*p_4 · p_2*e_2 · p_4*e_3 · p_1*p_3 · p_4)/(p_1 · p_3*p_2 · p_4*p_4 · p_3) + (5*p_4 · e_2*p_2 · p_3*e_3 · p_1*p_3 · p_4)/(p_1 · p_3*p_2 · p_4*p_3 · p_4) + (5*p_4 · p_2*e_2 · e_3*p_3 · p_1*p_3 · p_4)/(p_1 · p_3*p_2 · p_4*p_3 · p_4) - (5*p_4 · e_2*p_2 · e_3*p_3 · p_1*p_3 · p_4)/(p_1 · p_3*p_2 · p_4*p_3 · p_4)
-2*(p_1 · F_2 · p_4*p_4 · F_3 · p_2*p_1 · p_3*p_1 · p_4)/(p_1 · p_2*p_1 · p_3*p_2 · p_3*p_2 · p_4*p_3 · p_4),-(2*p_1 · p_2*e_2 · p_4*p_4 · p_3*e_3 · p_2*p_1 · p_3*p_1 · p_4*p_1 · p_2)/((((p_2 · p_3 - p_1 · p_3))*p_1 · p_3*p_1 · p_2*p_2 · p_4*p_3 · p_4*p_1 · p_2)) + (2*p_1 · p_2*e_2 · p_4*p_4 · p_3*e_3 · p_2*p_1 · p_3*p_1 · p_4*p_1 · p_2)/((((p_2 · p_3 - p_1 · p_3))*p_2 · p_3*p_1 · p_2*p_2 · p_4*p_3 · p_4*p_1 · p_2)) + (2*p_1 · p_2*e_2 · p_4*p_4 · e_3*p_3 · p_2*p_1 · p_3*p_1 · p_4*p_1 · p_2)/(p_1 · p_2*p_1 · p_3*p_2 · p_3*p_2 · p_4*p_3 · p_4*p_1 · p_2) + (2*p_1 · e_2*p_2 · p_4*p_4 · p_3*e_3 · p_2*p_1 · p_3*p_1 · p_4*p_1 · p_2)/(p_1 · p_2*p_1 · p_3*p_2 · p_3*p_2 · p_4*p_3 · p_4*p_1 · p_2) - (2*p_1 · e_2*p_2 · p_4*p_4 · e_3*p_3 · p_2*p_1 · p_3*p_1 · p_4*p_1 · p_2)/((((p_1 · p_2 - p_2 · p_4))*p_2 · p_4*p_1 · p_3*p_2 · p_3*p_3 · p_4*p_1 · p_2)) + (2*p_1 · e_2*p_2 · p_4*p_4 · e_3*p_3 · p_2*p_1 · p_3*p_1 · p_4*p_1 · p_2)/((((p_1 · p_2 - p_2 · p_4))*p_1 · p_2*p_1 · p_3*p_2 · p_3*p_3 · p_4*p_1 · p_2))
