simple,scrambled
-3*(p_1 · p_3*p_1 · p_3*p_1 · p_4*p_2 · p_3*p_4 · F_2 · F_3 · p_1)/(p_1 · p_2*p_1 · p_2*p_1 · p_3*p_1 · p_3*p_1 · p_4),(-3*(p_1 · p_3*p_1 · p_3*p_1 · p_4*p_2 · p_3*((p_4 · p_2)*(e_2 · p_3)*(e_3 · p_1) - (p_4 · p_2)*(e_2 · e_3)*(p_3 · p_1) - (p_4 · e_2)*(p_2 · p_3)*(e_3 · p_1) + (p_4 · e_2)*(p_2 · e_3)*(p_3 · p_1)))/(p_1 · p_2*p_1 · p_2*p_1 · p_3*p_1 · p_3*p_1 · p_4)) + (p_1 · p_4 + p_2 · p_4 + p_3 · p_4 + p_4 · p_4)
(p_1 · F_3 · p_2*p_1 · p_2*p_2 · p_4*p_3 · F_2 · p_4*p_3 · p_4)/(p_1 · p_2*p_1 · p_3) + 15*(p_1 · p_2*p_1 · p_4*p_2 · p_4*p_3 · p_4*p_4 · F_2 · F_3 · p_1)/(p_2 · p_4*p_3 · p_4) + 65*(p_1 · p_2*p_1 · p_3*p_1 · p_4*p_2 · F_3 · p_4*p_3 · F_2 · p_1)/(p_2 · p_4*p_3 · p_4) + 54*(p_1 · F_3 · p_4*p_1 · p_3*p_2 · p_3*p_2 · p_3*p_4 · F_2 · p_1)/(p_2 · p_4*p_3 · p_4),(((((p_1 · p_3)*(e_3 · p_2) - (p_1 · e_3)*(p_3 · p_2))*p_1 · p_2*p_2 · p_4*((p_3 · p_2)*(e_2 · p_4) - (p_3 · e_2)*(p_2 · p_4))*p_3 · p_4)/(p_1 · p_2*p_1 · p_3) + 15*(p_1 · p_2*p_1 · p_4*p_2 · p_4*p_3 · p_4*((p_4 · p_2)*(e_2 · p_3)*(e_3 · p_1) - (p_4 · p_2)*(e_2 · e_3)*(p_3 · p_1) - (p_4 · e_2)*(p_2 · p_3)*(e_3 · p_1) + (p_4 · e_2)*(p_2 · e_3)*(p_3 · p_1)))/(p_2 · p_4*p_3 · p_4) + 65*(p_1 · p_2*p_1 · p_3*p_1 · p_4*((p_2 · p_3)*(e_3 · p_4) - (p_2 · e_3)*(p_3 · p_4))*((p_3 · p_2)*(e_2 · p_1) - (p_3 · e_2)*(p_2 · p_1)))/(p_2 · p_4*p_3 · p_4) + 54*(((p_1 · p_3)*(e_3 · p_4) - (p_1 · e_3)*(p_3 · p_4))*p_1 · p_3*p_2 · p_3*p_2 · p_3*((p_4 · p_2)*(e_2 · p_1) - (p_4 · e_2)*(p_2 · p_1)))/(p_2 · p_4*p_3 · p_4))*(p_2 · p_3)/(p_2 · p_3))*(p_2 · p_3)/(p_2 · p_3)
-6*(p_2 · p_3*p_3 · p_4*p_4 · F_3 · F_2 · p_1)/(p_1 · p_2*p_1 · p_3) - 31*(p_1 · F_3 · F_2 · p_4*p_1 · p_2*p_2 · p_4)/(p_2 · p_4*p_3 · p_4) - 31*(p_1 · p_2*p_1 · p_3*p_2 · p_3*p_3 · F_2 · p_4*p_3 · p_4*p_4 · F_3 · p_1)/(p_1 · p_2*p_1 · p_3) - 89*(p_1 · p_2*p_3 · p_4*p_4 · F_2 · F_3 · p_1)/(p_1 · p_2*p_1 · p_3),(-6*(p_2 · p_3*p_3 · p_4*((p_4 · p_3)*(e_3 · p_2)*(e_2 · p_1) - (p_4 · p_3)*(e_3 · e_2)*(p_2 · p_1) - (p_4 · e_3)*(p_3 · p_2)*(e_2 · p_1) + (p_4 · e_3)*(p_3 · e_2)*(p_2 · p_1)))/(p_1 · p_2*p_1 · p_3) - 31*(((p_1 · p_3)*(e_3 · p_2)*(e_2 · p_4) - (p_1 · p_3)*(e_3 · e_2)*(p_2 · p_4) - (p_1 · e_3)*(p_3 · p_2)*(e_2 · p_4) + (p_1 · e_3)*(p_3 · e_2)*(p_2 · p_4))*p_1 · p_2*p_2 · p_4)/(p_2 · p_4*p_3 · p_4) - 31*(p_1 · p_2*p_1 · p_3*p_2 · p_3*((p_3 · p_2)*(e_2 · p_4) - (p_3 · e_2)*(p_2 · p_4))*p_3 · p_4*((p_4 · p_3)*(e_3 · p_1) - (p_4 · e_3)*(p_3 · p_1)))/(p_1 · p_2*p_1 · p_3) - 89*(p_1 · p_2*p_3 · p_4*((p_4 · p_2)*(e_2 · p_3)*(e_3 · p_1) - (p_4 · p_2)*(e_2 · e_3)*(p_3 · p_1) - (p_4 · e_2)*(p_2 · p_3)*(e_3 · p_1) + (p_4 · e_2)*(p_2 · e_3)*(p_3 · p_1)))/(p_1 · p_2*p_1 · p_3)) + ((e_2 · p_1 + e_2 · p_2 + e_2 · p_3 + e_2 · p_4))
7*(p_1 · F_2 · F_3 · p_4*p_1 · p_2*p_1 · p_4*p_1 · p_4*p_2 · p_3)/(p_1 · p_2*p_1 · p_2*p_1 · p_3*p_1 · p_4) + 70*(p_1 · F_3 · p_2*p_3 · F_2 · p_1)/(p_1 · p_2*p_1 · p_2*p_1 · p_3*p_1 · p_4),((7*(((p_1 · p_2)*( - (e_2 · p_1 + e_2 · p_2 + e_2 · p_4))*(e_3 · p_4) - (p_1 · p_2)*(e_2 · e_3)*(p_3 · p_4) - (p_1 · e_2)*(p_2 · p_3)*(e_3 · p_4) + (p_1 · e_2)*(p_2 · e_3)*(p_3 · p_4))*p_1 · p_2*p_1 · p_4*p_1 · p_4*p_2 · p_3)/(p_1 · p_2*p_1 · p_2*p_1 · p_3*p_1 · p_4) + 70*(((p_1 · p_3)*(e_3 · p_2) - (p_1 · e_3)*(p_3 · p_2))*((p_3 · p_2)*(e_2 · p_1) - (p_3 · e_2)*(p_2 · p_1)))/(p_1 · p_2*p_1 · p_2*p_1 · p_3*p_1 · p_4)) + ((e_3 · p_1 + e_3 · p_2 +  - (e_3 · p_1 + e_3 · p_2 + e_3 · p_4) + e_3 · p_4)))*(p_1 · p_3)/(p_1 · p_3)
-4*(p_1 · p_3*p_2 · p_4*p_2 · p_4*p_3 · F_2 · p_1*p_4 · F_3 · p_1)/(p_1 · p_2*p_1 · p_3) - 66*(p_1 · p_4*p_2 · p_3*p_3 · p_4*p_4 · F_2 · F_3 · p_1)/(p_1 · p_2*p_1 · p_3*p_2 · p_4*p_3 · p_4) - 53*(p_1 · p_3*p_1 · p_4*p_2 · p_4*p_4 · F_2 · p_1*p_4 · F_3 · p_2)/(p_1 · p_2*p_1 · p_2*p_1 · p_3*p_1 · p_3*p_1 · p_4),(((-4*(p_1 · p_3*p_2 · p_4*p_2 · p_4*((p_3 · p_2)*( - (e_2 · p_2 + e_2 · p_3 + e_2 · p_4)) - (p_3 · e_2)*(p_2 · p_1))*((p_4 · p_3)*(e_3 · p_1) - (p_4 · e_3)*(p_3 · p_1)))/(p_1 · p_2*p_1 · p_3) - 66*(p_1 · p_4*p_2 · p_3*p_3 · p_4*((p_4 · p_2)*(e_2 · p_3)*(e_3 · p_1) - (p_4 · p_2)*(e_3 · e_2)*(p_3 · p_1) - (p_4 · e_2)*(p_2 · p_3)*(e_3 · p_1) + (p_4 · e_2)*(p_2 · e_3)*(p_3 · p_1)))/(p_1 · p_2*p_1 · p_3*p_2 · p_4*p_3 · p_4) - 53*(p_1 · p_3*p_1 · p_4*p_2 · p_4*((p_4 · p_2)*(e_2 · p_1) - (p_4 · e_2)*(p_2 · p_1))*((p_4 · p_3)*(e_3 · p_2) - (p_4 · e_3)*(p_3 · p_2)))/(p_1 · p_2*p_1 · p_2*p_1 · p_3*p_1 · p_3*p_1 · p_4)) + ((e_2 · p_1 + e_2 · p_2 + e_2 · p_3 + e_2 · p_4))) + ((e_2 · p_1 + e_2 · p_2 + e_2 · p_3 + e_2 · p_4))) + ((e_3 · p_1 + e_3 · p_2 + e_3 · p_3 + e_3 · p_4))
7*(p_1 · p_3*p_2 · F_3 · p_1*p_2 · p_4*p_4 · F_2 · p_1)/(p_2 · p_4*p_3 · p_4) + 37*(p_1 · F_3 · F_2 · p_4)/(p_1 · p_4*p_2 · p_4*p_3 · p_4) + 96*(p_1 · p_2*p_2 · F_3 · p_4*p_3 · p_4*p_4 · F_2 · p_3)/(p_1 · p_2*p_1 · p_3) + 16*(p_1 · F_3 · p_2*p_1 · p_2*p_2 · p_3*p_4 · F_2 · p_1)/(p_1 · p_2*p_1 · p_3) + 51*(p_1 · p_3*p_1 · p_3*p_4 · F_2 · p_3*p_4 · F_3 · p_1)/(p_1 · p_2*p_1 · p_3) + 31*(p_2 · F_3 · p_1*p_2 · p_3*p_2 · p_3*p_4 · F_2 · p_1)/(p_2 · p_4*p_3 · p_4),7*(p_1 · p_3*((p_2 · p_3)*(e_3 · p_1) - (p_2 · e_3)*(p_3 · p_1))*p_2 · p_4*((p_4 · p_2)*(e_2 · p_1) - (p_4 · e_2)*(p_2 · p_1)))/(p_2 · p_4*p_3 · p_4) + 37*(((p_1 · p_3)*(e_3 · p_2)*(e_2 · p_4) - (p_1 · p_3)*(e_3 · e_2)*(p_2 · p_4) - (p_1 · e_3)*(p_3 · p_2)*(e_2 · p_4) + (p_1 · e_3)*(p_3 · e_2)*(p_2 · p_4)))/(p_1 · p_4*p_2 · p_4*p_3 · p_4) + 96*(p_1 · p_2*((p_2 · p_3)*(e_3 · p_4) - (p_2 · e_3)*(p_3 · p_4))*p_3 · p_4*((p_4 · p_2)*(e_2 · p_3) - (p_4 · e_2)*(p_2 · p_3)))/(p_1 · p_2*p_1 · p_3) + 16*(((p_1 · p_3)*(e_3 · p_2) - (p_1 · e_3)*(p_3 · p_2))*p_1 · p_2*p_2 · p_3*((p_4 · p_2)*(e_2 · p_1) - (p_4 · e_2)*(p_2 · p_1)))/(p_1 · p_2*p_1 · p_3) + 51*(p_1 · p_3*p_1 · p_3*((p_4 · p_2)*(e_2 · p_3) - (p_4 · e_2)*(p_2 · p_3))*((p_4 · p_3)*(e_3 · p_1) - (p_4 · e_3)*(p_3 · p_1)))/(p_1 · p_2*p_1 · p_3) + 31*(((p_2 · p_3)*(e_3 · p_1) - (p_2 · e_3)*(p_3 · p_1))*p_2 · p_3*p_2 · p_3*((p_4 · p_2)*(e_2 · p_1) - (p_4 · e_2)*(p_2 · p_1)))/(p_2 · p_4*p_3 · p_4)
6*(p_1 · F_2 · p_4*p_1 · F_3 · p_4*p_1 · p_4)/(p_1 · p_2*p_1 · p_3*p_1 · p_3*p_1 · p_4) + 82*(p_2 · p_4*p_3 · F_2 · p_4*p_4 · F_3 · p_1)/(p_1 · p_2*p_1 · p_2*p_1 · p_3*p_1 · p_4) + 15*(Tr(F_2 · F_3)*p_2 · p_3*p_2 · p_3*p_3 · p_4*p_3 · p_4)/(p_1 · p_2*p_2 · p_4*p_3 · p_4),(((6*(((p_1 · p_2)*(e_2 · p_4) - (p_1 · e_2)*(p_2 · p_4))*((p_1 · p_3)*(e_3 · p_4) - (p_1 · e_3)*(p_4 · p_3))*p_1 · p_4)/(p_1 · p_2*p_1 · p_3*p_1 · p_3*p_1 · p_4) + 82*(p_2 · p_4*((p_3 · p_2)*(e_2 · p_4) - (p_3 · e_2)*(p_2 · p_4))*((p_4 · p_3)*(e_3 · p_1) - (p_4 · e_3)*(p_3 · p_1)))/(p_1 · p_2*p_1 · p_2*p_1 · p_3*p_1 · p_4) + 15*((2*((e_2 · p_3)*(p_2 · e_3) - (p_2 · p_3)*(e_2 · e_3)))*p_2 · p_3*p_2 · p_3*p_3 · p_4*p_3 · p_4)/(p_1 · p_2*p_2 · p_4*p_3 · p_4)) + ((e_3 · p_1 + e_3 · p_2 + e_3 · p_3 + e_3 · p_4))) + (p_1 · p_4 + p_2 · p_4 + p_3 · p_4 + p_4 · p_4))*(p_3 · p_1)/(p_3 · p_1)
-7*(p_1 · p_4*p_2 · p_3*p_3 · p_4*p_3 · p_4*p_4 · F_2 · F_3 · p_1)/(p_1 · p_2*p_1 · p_3) + 58*(p_2 · p_3*p_2 · p_3*p_2 · p_3*p_2 · p_3*p_4 · F_2 · F_3 · p_1)/(p_2 · p_4*p_3 · p_4) + 53*(p_1 · F_2 · F_3 · p_4*p_1 · p_2*p_1 · p_4*p_3 · p_4*p_3 · p_4)/(p_1 · p_2*p_1 · p_3),-7*(p_1 · p_4*p_2 · p_3*p_3 · p_4*p_3 · p_4*((p_4 · p_2)*(e_2 · p_3)*( - (e_3 · p_2 + e_3 · p_3 + e_3 · p_4)) - (p_4 · p_2)*(e_2 · e_3)*(p_1 · p_3) - (p_4 · e_2)*(p_2 · p_3)*(e_3 · p_1) + (p_4 · e_2)*(p_2 · e_3)*(p_3 · p_1)))/(p_1 · p_2*p_1 · p_3) + 58*(p_2 · p_3*p_2 · p_3*p_2 · p_3*p_2 · p_3*((p_4 · p_2)*(e_2 · p_3)*(e_3 · p_1) - (p_4 · p_2)*(e_2 · e_3)*(p_3 · p_1) - (p_4 · e_2)*(p_2 · p_3)*(e_3 · p_1) + (p_4 · e_2)*(p_2 · e_3)*(p_3 · p_1)))/(p_2 · p_4*p_3 · p_4) + 53*(((p_1 · p_2)*(e_2 · p_3)*(e_3 · p_4) - (p_1 · p_2)*(e_2 · e_3)*(p_3 · p_4) - (p_1 · e_2)*(p_2 · p_3)*(e_3 · p_4) + (p_1 · e_2)*(p_2 · e_3)*(p_3 · p_4))*p_1 · p_2*p_1 · p_4*p_3 · p_4*p_3 · p_4)/(p_1 · p_2*p_1 · p_3)
-3*(p_1 · F_3 · F_2 · p_4*p_1 · p_2*p_1 · p_4*p_1 · p_4)/(p_2 · p_4*p_3 · p_4) - 24*(p_1 · F_2 · p_3*p_1 · p_4*p_2 · F_3 · p_1*p_2 · p_3*p_2 · p_3*p_2 · p_4)/(p_2 · p_4*p_3 · p_4) + 75*(p_1 · F_2 · p_4*p_2 · F_3 · p_1)/(p_1 · p_2*p_1 · p_3*p_1 · p_4*p_2 · p_4*p_3 · p_4) - 38*(p_1 · F_2 · F_3 · p_4*p_1 · p_2*p_1 · p_2*p_1 · p_3)/(p_1 · p_2*p_1 · p_3),(-3*(((p_1 · p_3)*(e_3 · p_2)*(e_2 · p_4) - (p_1 · p_3)*(e_3 · e_2)*(p_2 · p_4) - (p_1 · e_3)*(p_3 · p_2)*(e_2 · p_4) + (p_1 · e_3)*(p_3 · e_2)*(p_2 · p_4))*p_1 · p_2*p_1 · p_4*p_1 · p_4)/(p_2 · p_4*p_3 · p_4) - 24*(((p_1 · p_2)*(e_2 · p_3) - (p_1 · e_2)*(p_2 · p_3))*p_1 · p_4*((p_2 · p_3)*(e_3 · p_1) - (p_2 · e_3)*(p_3 · p_1))*p_2 · p_3*p_2 · p_3*p_2 · p_4)/(p_2 · p_4*p_3 · p_4) + 75*(((p_1 · p_2)*(e_2 · p_4) - (p_1 · e_2)*(p_2 · p_4))*((p_2 · p_3)*(e_3 · p_1) - (p_2 · e_3)*(p_3 · p_1)))/(p_1 · p_2*p_1 · p_3*p_1 · p_4*p_2 · p_4*p_3 · p_4) - 38*(((p_1 · p_2)*(e_2 · p_3)*(e_3 · p_4) - (p_1 · p_2)*(e_2 · e_3)*(p_3 · p_4) - (p_1 · e_2)*(p_2 · p_3)*(e_3 · p_4) + (p_1 · e_2)*(p_2 · e_3)*(p_3 · p_4))*p_1 · p_2*p_1 · p_2*p_1 · p_3)/(p_1 · p_2*p_1 · p_3)) + (p_1 · p_3 + p_2 · p_3 + p_3 · p_3 + p_4 · p_3)
9*(p_1 · F_2 · F_3 · p_4*p_1 · p_3*p_2 · p_3*p_2 · p_3*p_2 · p_4)/(p_2 · p_4*p_3 · p_4),9*(((p_1 · p_2)*(e_2 · p_3)*(e_3 · p_4) - (p_1 · p_2)*(e_2 · e_3)*(p_3 · p_4) - (p_1 · e_2)*(p_2 · p_3)*(e_3 · p_4) + (p_1 · e_2)*(p_2 · e_3)*(p_3 · p_4))*p_1 · p_3*p_2 · p_3*p_2 · p_3*p_2 · p_4)/(p_2 · p_4*p_3 · p_4)
-(p_1 · F_3 · p_4*p_3 · F_2 · p_1)/(p_2 · p_4*p_3 · p_4) + 90*(p_1 · F_2 · p_3*p_4 · F_3 · p_1)/(p_2 · p_4*p_3 · p_4) - 90*(Tr(F_2 · F_3)*p_2 · p_3*p_2 · p_3*p_2 · p_3*p_3 · p_4)/(p_1 · p_2*p_1 · p_3*p_2 · p_4*p_3 · p_4) + 94*(p_1 · F_2 · p_4*p_2 · F_3 · p_1)/(p_1 · p_2*p_1 · p_3),-(((p_1 · p_3)*(e_3 · p_4) - (p_1 · e_3)*(p_3 · p_4))*((p_3 · p_2)*(e_2 · p_1) - (p_3 · e_2)*(p_2 · p_1)))/(p_2 · p_4*p_3 · p_4) + 90*(((p_1 · p_2)*(e_2 · p_3) - (p_1 · e_2)*(p_2 · p_3))*((p_4 · p_3)*(e_3 · p_1) - (p_4 · e_3)*(p_3 · p_1)))/(p_2 · p_4*p_3 · p_4) - 90*((2*((e_2 · p_3)*(p_2 · e_3) - (p_2 · p_3)*(e_2 · e_3)))*p_2 · p_3*p_2 · p_3*p_2 · p_3*p_3 · p_4)/(p_1 · p_2*p_1 · p_3*p_2 · p_4*p_3 · p_4) + 94*(((p_1 · p_2)*(e_2 · p_4) - (p_1 · e_2)*(p_2 · p_4))*((p_2 · p_3)*(e_3 · p_1) - (p_2 · e_3)*(p_3 · p_1)))/(p_1 · p_2*p_1 · p_3)
-2*(p_1 · p_2*p_4 · F_2 · F_3 · p_1)/(p_1 · p_3*p_2 · p_4*p_3 · p_4) - 53*(p_1 · p_2*p_2 · p_3*p_4 · F_3 · F_2 · p_1)/(p_2 · p_4*p_3 · p_4) - 82*(Tr(F_2 · F_3)*p_1 · p_2*p_1 · p_2)/(p_1 · p_2*p_2 · p_4*p_3 · p_4),-2*(p_1 · p_2*((p_4 · p_2)*(e_2 · p_3)*(e_3 · p_1) - (p_4 · p_2)*(e_2 · e_3)*(p_3 · p_1) - (p_4 · e_2)*(p_2 · p_3)*(e_3 · p_1) + (p_4 · e_2)*(p_2 · e_3)*(p_3 · p_1)))/(p_1 · p_3*p_2 · p_4*p_3 · p_4) - 53*(p_1 · p_2*p_2 · p_3*((p_4 · p_3)*(e_3 · p_2)*(e_2 · p_1) - (p_4 · p_3)*(e_3 · e_2)*(p_2 · p_1) - (p_4 · e_3)*(p_3 · p_2)*(e_2 · p_1) + (p_4 · e_3)*(p_3 · e_2)*(p_2 · p_1)))/(p_2 · p_4*p_3 · p_4) - 82*((2*((e_2 · p_3)*(p_2 · e_3) - (p_2 · p_3)*(e_2 · e_3)))*p_1 · p_2*p_1 · p_2)/(p_1 · p_2*p_2 · p_4*p_3 · p_4)
-8*(p_1 · F_2 · p_3*p_1 · p_3*p_4 · F_3 · p_1)/(p_1 · p_2*p_1 · p_3) + 98*(Tr(F_2 · F_3)*p_1 · p_3)/(p_1 · p_2*p_1 · p_3) + 16*(p_1 · p_4*p_1 · p_4*p_1 · p_4*p_3 · p_4*p_4 · F_3 · F_2 · p_1)/(p_1 · p_2*p_1 · p_3*p_2 · p_4*p_3 · p_4) - 26*(p_2 · F_3 · p_1*p_3 · F_2 · p_1*p_3 · p_4)/(p_1 · p_2*p_1 · p_3) - 91*(p_2 · p_3*p_2 · p_4*p_4 · F_3 · F_2 · p_1)/(p_1 · p_2*p_1 · p_2*p_1 · p_3*p_1 · p_3*p_1 · p_4),(((-8*(((p_1 · p_2)*(e_2 · p_3) - (p_1 · e_2)*(p_2 · p_3))*p_1 · p_3*((p_4 · p_3)*(e_3 · p_1) - (p_4 · e_3)*(p_3 · p_1)))/(p_1 · p_2*p_1 · p_3) + 98*((2*((e_2 · p_3)*(p_2 · e_3) - (p_2 · p_3)*(e_2 · e_3)))*p_1 · p_3)/(p_1 · p_2*p_1 · p_3) + 16*(p_1 · p_4*p_1 · p_4*p_1 · p_4*p_3 · p_4*((p_4 · p_3)*(e_3 · p_2)*(e_2 · p_1) - (p_4 · p_3)*(e_3 · e_2)*(p_2 · p_1) - (p_4 · e_3)*(p_3 · p_2)*(e_2 · p_1) + (p_4 · e_3)*(p_3 · e_2)*(p_2 · p_1)))/(p_1 · p_2*p_1 · p_3*p_2 · p_4*p_3 · p_4) - 26*(((p_2 · p_3)*(e_3 · p_1) - (p_2 · e_3)*(p_3 · p_1))*((p_3 · p_2)*(e_2 · p_1) - (p_3 · e_2)*(p_2 · p_1))*p_3 · p_4)/(p_1 · p_2*p_1 · p_3) - 91*(p_2 · p_3*p_2 · p_4*((p_4 · p_3)*(e_3 · p_2)*(e_2 · p_1) - (p_4 · p_3)*(e_3 · e_2)*(p_2 · p_1) - (p_4 · e_3)*(p_3 · p_2)*(e_2 · p_1) + (p_4 · e_3)*(p_3 · e_2)*(p_2 · p_1)))/(p_1 · p_2*p_1 · p_2*p_1 · p_3*p_1 · p_3*p_1 · p_4))*(p_3 · p_1)/(p_3 · p_1)) + ((e_3 · p_1 + e_3 · p_2 + e_3 · p_3 + e_3 · p_4))) + ((e_2 · p_1 + e_2 · p_2 + e_2 · p_3 + e_2 · p_4))
-3*(p_1 · F_2 · p_3*p_1 · p_4*p_2 · F_3 · p_1*p_3 · p_4)/(p_1 · p_2*p_1 · p_2*p_1 · p_3*p_1 · p_3*p_1 · p_4),-3*(((p_1 · p_2)*(e_2 · p_3) - (p_1 · e_2)*(p_2 · p_3))*p_1 · p_4*((p_2 · p_3)*(e_3 · p_1) - (p_2 · e_3)*(p_3 · p_1))*p_4 · p_3)/(p_1 · p_2*p_1 · p_2*p_1 · p_3*p_1 · p_3*p_4 · p_1)
8*(p_1 · p_2*p_1 · p_4*p_2 · p_4*p_3 · F_2 · p_1*p_3 · p_4*p_4 · F_3 · p_1)/(p_2 · p_4*p_3 · p_4) - 61*(p_1 · F_2 · p_4*p_1 · p_4*p_1 · p_4*p_2 · F_3 · p_4*p_2 · p_4*p_3 · p_4)/(p_1 · p_2*p_1 · p_3) + 65*(p_3 · p_4*p_4 · F_2 · p_1*p_4 · F_3 · p_1)/(p_2 · p_4*p_3 · p_4),((((8*(p_1 · p_2*p_1 · p_4*p_2 · p_4*((p_3 · p_2)*(e_2 · p_1) - (p_3 · e_2)*(p_2 · p_1))*p_3 · p_4*((p_4 · p_3)*(e_3 · p_1) - (p_4 · e_3)*(p_3 · p_1)))/(p_2 · p_4*p_3 · p_4) - 61*(((p_1 · p_2)*(e_2 · p_4) - (p_1 · e_2)*(p_2 · p_4))*p_1 · p_4*p_1 · p_4*((p_2 · p_3)*(e_3 · p_4) - (p_2 · e_3)*(p_3 · p_4))*p_2 · p_4*p_3 · p_4)/(p_1 · p_2*p_1 · p_3) + 65*(p_3 · p_4*((p_4 · p_2)*(p_1 · e_2) - (p_4 · e_2)*(p_2 · p_1))*((p_4 · p_3)*(e_3 · p_1) - (p_4 · e_3)*(p_3 · p_1)))/(p_2 · p_4*p_3 · p_4)) + ((e_2 · p_1 + e_2 · p_2 + e_2 · p_3 + e_2 · p_4)))*(p_1 · p_2)/(p_1 · p_2))*(p_1 · p_4)/(p_1 · p_4)) + (p_1 · p_3 + p_2 · p_3 + p_3 · p_3 + p_4 · p_3)
-2*(p_1 · F_3 · p_2*p_1 · p_3*p_2 · p_3*p_3 · F_2 · p_1)/(p_1 · p_2*p_1 · p_3*p_1 · p_3*p_1 · p_4) - 23*(Tr(F_2 · F_3)*p_1 · p_3)/(p_1 · p_2*p_1 · p_3*p_1 · p_3) + 19*(p_1 · p_2*p_2 · F_3 · p_4*p_2 · p_3*p_3 · F_2 · p_1)/(p_1 · p_2*p_1 · p_2*p_1 · p_3*p_1 · p_3) - 91*(p_2 · p_3*p_2 · p_3*p_4 · F_3 · F_2 · p_1)/(p_1 · p_2*p_1 · p_3*p_1 · p_3) - 6*(p_1 · F_2 · p_4*p_1 · p_2*p_2 · F_3 · p_4*p_2 · p_3*p_3 · p_4*p_3 · p_4)/(p_1 · p_2*p_1 · p_3*p_1 · p_3*p_1 · p_4) - 84*(p_1 · F_3 · p_4*p_1 · p_3*p_3 · p_4*p_3 · p_4*p_3 · p_4*p_4 · F_2 · p_3)/(p_2 · p_4*p_3 · p_4),(((-2*(((p_1 · p_3)*(e_3 · p_2) - (p_1 · e_3)*(p_3 · p_2))*p_1 · p_3*p_2 · p_3*((p_3 · p_2)*(e_2 · p_1) - (p_3 · e_2)*(p_2 · p_1)))/(p_1 · p_2*p_1 · p_3*p_1 · p_3*p_1 · p_4) - 23*((2*((e_2 · p_3)*(p_2 · e_3) - (p_2 · p_3)*(e_2 · e_3)))*p_1 · p_3)/(p_1 · p_2*p_1 · p_3*p_1 · p_3) + 19*(p_1 · p_2*((p_2 · p_3)*(e_3 · p_4) - (p_2 · e_3)*(p_3 · p_4))*p_2 · p_3*((p_3 · p_2)*(p_1 · e_2) - (p_3 · e_2)*(p_2 · p_1)))/(p_1 · p_2*p_1 · p_2*p_1 · p_3*p_1 · p_3) - 91*(p_2 · p_3*p_2 · p_3*((p_4 · p_3)*(e_3 · p_2)*(e_2 · p_1) - (p_4 · p_3)*(e_3 · e_2)*(p_2 · p_1) - (p_4 · e_3)*(p_3 · p_2)*(e_2 · p_1) + (p_4 · e_3)*(p_3 · e_2)*(p_2 · p_1)))/(p_1 · p_2*p_1 · p_3*p_1 · p_3) - 6*(((p_1 · p_2)*(e_2 · p_4) - (p_1 · e_2)*(p_2 · p_4))*p_1 · p_2*((p_2 · p_3)*(e_3 · p_4) - (p_2 · e_3)*(p_3 · p_4))*p_2 · p_3*p_3 · p_4*p_3 · p_4)/(p_1 · p_2*p_1 · p_3*p_1 · p_3*p_1 · p_4) - 84*(((p_1 · p_3)*(e_3 · p_4) - (p_1 · e_3)*(p_3 · p_4))*p_1 · p_3*p_3 · p_4*p_3 · p_4*p_3 · p_4*((p_4 · p_2)*(e_2 · p_3) - (p_4 · e_2)*(p_2 · p_3)))/(p_2 · p_4*p_3 · p_4))*(p_2 · p_3)/(p_2 · p_3)) + (p_1 · p_3 + p_2 · p_3 + p_3 · p_3 + p_4 · p_3)) + ((e_2 · p_1 + e_2 · p_2 + e_2 · p_3 + e_2 · p_4))
